Date,Open,High,Low,Close,Adj Close,Volume
2000-04-13,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-14,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-17,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-18,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-19,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-20,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-21,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-24,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-25,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-26,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-27,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-04-28,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-01,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-02,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-03,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-04,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-05,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-08,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-09,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-10,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-11,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-12,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-15,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-16,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-17,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-18,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-19,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-22,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-23,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-24,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-25,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-26,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-29,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-30,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-05-31,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-01,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-02,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-05,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-06,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-07,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-08,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-09,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-12,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-13,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-14,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-15,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-16,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-19,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-20,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-21,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-22,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-23,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-26,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-27,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-28,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-29,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-06-30,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-03,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-04,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-05,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-06,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-07,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-10,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-11,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-12,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-13,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-14,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-17,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-18,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-19,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-20,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-21,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-24,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-25,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-26,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-27,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-28,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-07-31,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-01,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-02,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-03,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-04,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-07,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-08,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-09,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-10,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-11,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-14,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-15,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-16,1.793164,1.793164,1.793164,1.793164,1.105196,0
2000-08-17,1.105784,1.105784,1.105784,1.105784,0.681538,1003
2000-08-18,1.105784,1.105784,1.105784,1.105784,0.681538,0
2000-08-21,1.105784,1.105784,1.105784,1.105784,0.681538,0
2000-08-22,1.105784,1.105784,1.105784,1.105784,0.681538,0
2000-08-23,1.105784,1.105784,1.105784,1.105784,0.681538,0
2000-08-24,1.105784,1.105784,1.105784,1.105784,0.681538,0
2000-08-25,1.105784,1.105784,1.105784,1.105784,0.681538,0
2000-08-28,1.105784,1.105784,1.105784,1.105784,0.681538,0
2000-08-29,1.394683,1.394683,1.394683,1.394683,0.859597,11041
2000-08-30,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-08-31,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-01,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-04,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-05,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-06,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-07,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-08,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-11,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-12,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-13,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-14,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-15,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-18,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-19,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-20,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-21,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-22,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-25,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-26,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-27,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-28,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-09-29,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-02,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-03,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-04,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-05,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-06,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-09,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-10,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-11,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-12,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-13,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-16,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-17,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-18,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-19,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-20,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-23,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-24,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-25,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-26,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-27,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-30,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-10-31,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-01,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-02,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-03,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-06,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-07,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-08,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-09,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-10,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-13,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-14,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-15,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-16,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-17,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-20,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-21,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-22,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-23,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-24,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-27,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-28,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-29,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-11-30,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-01,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-04,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-05,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-06,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-07,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-08,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-11,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-12,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-13,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-14,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-15,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-18,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-19,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-20,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-21,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-22,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-25,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-26,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-27,1.394683,1.394683,1.394683,1.394683,0.859597,0
2000-12-28,1.006164,1.006164,0.996202,0.996202,0.613998,2007
2000-12-29,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-01,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-02,0.996202,0.996202,0.996202,0.996202,0.613998,2007
2001-01-03,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-04,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-05,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-08,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-09,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-10,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-11,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-12,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-15,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-16,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-17,0.796961,0.796961,0.796961,0.796961,0.491198,3011
2001-01-18,0.996202,0.996202,0.996202,0.996202,0.613998,6022
2001-01-19,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-22,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-01-23,1.145632,1.145632,1.145632,1.145632,0.706098,1003
2001-01-24,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-01-25,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-01-26,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-01-29,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-01-30,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-01-31,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-02-01,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-02-02,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-02-05,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-02-06,1.145632,1.145632,1.145632,1.145632,0.706098,0
2001-02-07,0.996202,0.996202,0.996202,0.996202,0.613998,2007
2001-02-08,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-09,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-12,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-13,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-14,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-15,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-16,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-19,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-20,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-21,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-22,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-23,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-26,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-27,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-02-28,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-01,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-02,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-05,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-06,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-07,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-08,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-09,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-12,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-13,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-14,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-15,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-16,1.394683,1.394683,0.996202,0.996202,0.613998,4015
2001-03-19,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-20,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-21,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-22,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-23,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-26,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-27,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-28,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-29,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-03-30,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-02,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-03,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-04,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-05,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-06,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-09,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-10,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-11,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-12,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-13,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-16,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-17,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-18,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-19,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-20,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-23,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-24,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-25,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-26,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-27,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-04-30,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-01,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-02,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-03,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-04,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-07,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-08,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-09,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-10,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-11,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-14,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-15,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-16,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-17,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-18,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-21,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-22,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-23,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-24,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-25,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-28,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-29,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-30,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-05-31,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-01,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-04,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-05,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-06,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-07,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-08,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-11,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-12,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-13,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-14,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-15,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-18,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-19,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-20,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-21,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-22,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-25,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-26,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-27,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-28,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-06-29,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-02,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-03,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-04,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-05,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-06,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-09,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-10,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-11,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-12,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-13,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-16,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-17,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-18,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-19,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-20,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-23,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-24,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-25,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-26,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-27,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-30,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-07-31,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-01,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-02,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-03,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-06,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-07,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-08,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-09,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-10,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-13,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-14,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-15,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-16,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-17,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-20,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-21,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-22,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-23,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-24,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-27,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-28,0.996202,0.996202,0.996202,0.996202,0.613998,0
2001-08-29,0.996202,0.996202,0.996202,0.996202,0.613998,0
